回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
102,69,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,181,ある病院で新たに降圧薬Ａを採用することになった。そこで薬剤師Ｘは当該病院において、高血圧患者にＡを投与した場合と投与しない場合との間で、消化器症状の発現率に差があるかを観察・調査する研究を計画した。なお、高血圧患者にＡ を投与するか否かは、それぞれの主治医による薬物治療上の判断に基づき、薬剤師 Ｘは介入しないものとした。この研究に該当するのはどれか。1つ選べ。,randomized controlled trial,prospective cohort study,retrospective cohort study,case-control study,meta-analysis □ 24□,2,,102-57 102-60 104-60 105-56 105-63 108-59 108-61 108-63 108-68 110-56 110-59 111-58 111-68
102,70,病態・薬物治療,産婦人科・小児・皮膚眼科ほか,6,6,肯定形,,,5,31,新生児の特徴を成人と比□したとき、正しいのはどれか。1つ選べ。,胆汁酸塩の生成が多い。,肝臓のグルクロン酸抱合能が高い。,薬物の皮膚透過性が低い。,成人とは異なるシトクロム P450分子種が発現している。,胃内 pH が低い。 □ 25□,4,,105-60 107-63 109-66 110-64 111-64
102,71,法規・制度・倫理,法体系・憲法,5,5,肯定形,,,5,138,日本国憲法第25条において保障されている権利として、最も適切なのはどれか。1つ選べ。日本国憲法第25条 １ すべて国民は、健康で文化的な最低限度の生活を営む権利を有する。 ２ 国は、すべての生活部面について、社会福祉、社会保障及び公衆衛生の向上及び増進に努めなければならない。,財産権,参政権,自己決定権,人格権,生存権,5,,103-71 106-74 107-73 108-74
102,72,法規・制度・倫理,薬剤師法,13,8,肯定形,,,5,27,希少疾病用医薬品について、正しいのはどれか。1つ選べ。,治験の届出が免除される。,期限付の製造販売承認となる。,試験研究は中止することができない。,指定が取り消されることがある。,再審査期間は４年である。,4,,102-73 102-75 104-74 105-79 106-72 106-73 107-71 107-72 107-78 108-71 109-73 110-71
102,73,法規・制度・倫理,薬剤師法,13,8,否定形,,,5,60,厚生労働大臣が、薬剤師の免許の取消し等の処分をするにあたって、あらかじめ意見を聴かなければならないのはどれか。1つ選べ。,医道審議会,都道府県知事,内閣府,薬事・食品衛生審議会,裁判所 □ 26□,1,,102-72 102-75 104-74 105-79 106-72 106-73 107-71 107-72 107-78 108-71 109-73 110-71
102,74,法規・制度・倫理,医療法・医療提供体制,7,7,肯定形,,,5,46,医療を受ける者に対する医療の担い手の責務として、医療法に規定されているのはどれか。1つ選べ。,福祉サービスの提供,医療技術の普及,医療計画の策定,効率的な説明,良質かつ適切な医療の提供,5,,103-72 104-77 105-76 107-80 110-76 111-74
102,75,法規・制度・倫理,薬剤師法,13,8,肯定形,,,5,79,薬局で向精神薬を取扱う場合、法令に基づいて届出が必要とされているのはどれか。1つ選べ。なお、薬局は、向精神薬営業者に関して別段の申し出はしていないものとする。,処方箋に基づく譲渡,他の薬局への譲渡,向精神薬卸売業者からの譲受,廃棄,一定量以上の滅失、盗取等の事故,5,,102-72 102-73 104-74 105-79 106-72 106-73 107-71 107-72 107-78 108-71 109-73 110-71
102,76,法規・制度・倫理,医療保険・介護保険,14,8,否定形,,,5,46,医薬品副作用被害救済制度における副作用救済給付の対象として、誤っているのはどれか。1つ選べ。,医療費,医療手当,障害年金,休業保障,葬祭料,4,,102-78 104-71 105-73 106-78 106-79 108-73 108-77 108-78 109-79 110-77 111-72 111-78 111-79
102,77,法規・制度・倫理,薬学史・薬害,6,5,肯定形,,,5,31,ソリブジン事件に関する記述のうち、正しいのはどれか。1つ選べ。,市販直後に副作用である間質性肺炎を多数発症した。,長期大量投与により亜急性脊髄視神経症を発症した。,アナフィラキシーショックにより死亡例が発生した。,他の医薬品との相互作用により死亡例が発生した。,慢性疾患への投与により網膜症を発症した。 □ 27□,4,,103-75 107-74 108-72 108-75 111-73
102,78,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,27,自営業などの人を対象とする医療保険はどれか。1つ選べ。,船員保険,国民健康保険,共済組合,組合管掌健康保険,全国健康保険協会管掌健康保険,2,,102-76 104-71 105-73 106-78 106-79 108-73 108-77 108-78 109-79 110-77 111-72 111-78 111-79
102,79,法規・制度・倫理,倫理・臨床研究,9,8,肯定形,,,5,30,リスボン宣言に関する記述のうち、正しいのはどれか。1つ選べ。,人を対象とする医学系研究の倫理的原則である。,日本では法的拘束力がある。,患者が他の医師の意見を求める権利が示されている。,研究倫理委員会の役割が示されている。,医療従事者の権利が示されている。,3,,103-77 103-78 104-79 106-71 107-79 108-79 109-72 110-78
102,80,法規・制度・倫理,コミュニケーション・患者中心の医療,7,6,肯定形,,,5,97,薬局に処方箋を持参した成人患者が、半年前から継続処方されている薬について、「この薬は、あまり飲みたくないのです」と訴えた。この訴えの次に薬剤師が患者にかける言葉として適切なのはどれか。1つ選べ。,□それでは中止しましょうか。よい薬が処方されているのに残念です。」,□すでに処方されているので、変更することはできません。」,□それは医師に言っていただかないと困ります。」,□副作用が少ないですから、安心して飲んでください。」,□飲みたくないことについて、少し話を聞かせていただけますか。」 □ 28□,5,,104-80 108-80 109-71 109-80 110-80 111-80
102,81,実務,治験・臨床研究の実務,5,5,肯定形,,,5,53,□患者が積極的に治療方針の決定に参加し、その決定に従って治療を受けること」を意味するのはどれか。1つ選べ。,アドヒアランス,インフォームド・コンセント,カウンセリング,クリニカルパス,コンプライアンス,1,,103-83 104-82 107-81 111-85
102,82,実務,医薬品管理・保管,9,5,否定形,,,5,53,医療機関や薬局において血液凝固因子製剤を取扱う際の留意点として、関連法規に記載のないのはどれか。1つ選べ。,他のものと区別し、のかかる金庫に保管する。,使用に関する適切な説明を行い、患者の理解を得るように努める。,患者ごとに使用記録を作成する。,作成した使用記録を20年間保管する。,本剤に由来すると疑われる感染症に関する情報を厚生労働省に報告する。,1,,102-88 104-86 104-89 105-81 105-84 105-86 107-83 109-87
102,83,実務,調剤・処方箋,9,7,肯定形,,,5,26,薬袋に記載する事項として必須なのはどれか。1つ選べ。,処方医名,処方箋発行日,薬品名,使用上の注意,調剤年月日,5,,102-87 104-88 105-87 106-90 108-83 109-84 109-90 110-86
102,84,実務,妊婦・授乳婦・小児への薬物療法,3,3,肯定形,,,5,25,妊婦への投与が禁忌である医薬品はどれか。1つ選べ。,アセトアミノフェン,インスリン,炭酸リチウム,プレドニゾロン,ヘパリンナトリウム □ 29□,3,,103-86 105-83
102,85,実務,服薬指導・製剤の取扱い,12,9,肯定形,,,5,54,医療用医薬品としてすでに使われている有効成分が転用された要指導医薬品及び一般用医薬品を何というか。1つ選べ。,指定薬物,ジェネリック医薬品,オーファンドラッグ,スイッチ OTC,ダイレクト OTC,4,,103-89 105-88 106-82 106-88 107-87 107-88 108-89 109-81 109-85 110-83 111-88
102,86,実務,消毒・感染対策,9,8,肯定形,,,5,37,Ｂ型肝炎患者の血液で床が汚染された場合に適用される消毒薬はどれか。つ選べ。,ポビドンヨード,次亜塩素酸ナトリウム,エタノール,クロルヘキシジングルコン酸塩,ベンザルコニウム塩化物,2,,103-88 104-84 105-85 107-86 108-86 108-88 109-88 111-87
102,87,実務,調剤・処方箋,9,7,肯定形,,,5,39,薬局において、薬剤師法に基づき、作成が義務づけられているのはどれか。1つ選べ。,薬剤情報提供書,お薬手帳,領収書,明細書,調剤録,5,,102-83 104-88 105-87 106-90 108-83 109-84 109-90 110-86
102,88,実務,医薬品管理・保管,9,5,否定形,,,5,30,特定生物由来製品に該当しない生物由来製品はどれか。1つ選べ。,人免疫グロブリン製剤,血小板製剤,生ワクチン,人血清アルブミン製剤,血液凝固因子製剤 □ 30□,3,,102-82 104-86 104-89 105-81 105-84 105-86 107-83 109-87
102,89,実務,在宅・地域・セルフメディケーション,10,7,肯定形,,,5,47,マオウを含む漢方薬を服用する患者に、薬剤師が伝えるべき副作用として適切なのはどれか。1つ選べ。,筋肉痛,浮腫,動悸,血圧低下,鼻汁過多,3,,103-87 105-90 107-89 108-87 109-83 109-86 110-81 110-84 110-85
102,90,実務,未分類,3,2,肯定形,,,5,101,100mm の水平な直線上の左端を「痛みなし」、右端を「最悪の痛み」として、患者自身に現在の痛みがどの程度かを指し示してもらい、左端からの長さをもって痛みの程度を数値化した。この方法はどれか。1つ選べ。,VAS（Visual Analogue Scale）,FPS（Faces Pain Scale）,NRS（Numerical Rating Scale）,VRS（Verbal Rating Scale）,MMSE（M ini-M ental State Examination） □ 31□,1,,106-84 106-89
103,1,物理,熱力学,6,5,肯定形,,,5,26,系の乱雑さを定量的に表す熱力学量はどれか。1つ選べ。,内部エネルギー,エンタルピー,エントロピー,ギブズエネルギー,化学ポテンシャル,3,,103-4 105-5 107-2 108-2 110-2
103,2,物理,溶液・束一的性質,6,4,肯定形,,,5,58,化合物の親水性や疎水性を表す指標となる分配係数の測定において、水と組み合わせて用いられる有機溶媒はどれか。1つ選べ。,アセトニトリル,アセトン,1︲オクタノール,グリセロール,メタノール,3,,107-3 107-4 110-3 110-5 111-2
103,3,物理,物質の状態・相平衡,3,3,肯定形,,,5,64,硫酸バリウムの飽和水溶液に硫酸ナトリウムを加えるとき、硫酸バリウムの沈殿が生じやすくなる現象に最も関連するのはどれか。1つ選べ。,過飽和現象,共通イオン効果,異種イオン効果,重原子効果,水平化効果,2,,104-3 108-1
103,4,物理,熱力学,6,5,肯定形,,○,5,56,理想気体の物質量 n、圧力 p、気体定数 R、熱力学温度 T、体積 V について成立する関係はどれか。1つ選べ。,n = RTV p,n =,n =,n =,n = pT RV pRT V pV RT RT pV,4,,103-1 105-5 107-2 108-2 110-2
103,5,物理,分析の基礎・バリデーション,10,6,肯定形,,,5,46,有効数字を考慮した、2つの測定値1 . 231と0 . 32132の和はどれか。1つ選べ。1,. 6,1 . 55,1 . 552,1 . 5523,1 . 55232,3,,102-1 105-1 105-3 105-4 106-2 106-3 108-3 108-5 111-5
103,6,化学,医薬品の構造,4,4,肯定形,,○,,123,2︲メチルブチル基を表す構造式はどれか。1つ選べ。 CH3 H3C C CH2 CH2 H CH3 H H3C C C H CH3 CH3 H3C C CH2 CH3 CH3 CH3 H3C CH2 CH2 C H H3C CH2 C CH2 H,,,,,,5,,102-9 105-8 108-6
103,7,化学,立体化学,7,7,肯定形,,○,,94,不斉中心の立体配置が R 配置であるのはどれか。1つ選べ。 HO H OH CH3 H3C CH3 H3C CH3 H3C CH3 H HO CH3 H3C H CH3 H OH HO H,,,,,,5,,102-7 104-8 105-9 106-8 107-8 108-9
103,8,化学,芳香族・共役系,4,3,否定形,,,,34,芳香族性を示さないのはどれか。1つ選べ。＋ H N N H N＋ O,,,,,,1,,104-9 111-8 111-9
103,9,化学,無機・電子論,6,6,肯定形,,,5,55,亜鉛イオンは、生体内においてルイス酸として重要な役割を果たしている。亜鉛がとりやすい酸化数はどれか。1つ選べ。,+1,+2,+3,+4,+5,2,,104-6 107-9 108-10 109-7 110-7
103,10,化学,酸塩基性・官能基,5,5,肯定形,,,,76,pKa 値が最も小さいカルボン酸はどれか。1つ選べ。 CH3CO2H F CH2CO2H Cl CH2CO2H Br CH2CO2H l CH2CO2H,,,,,,2,,102-10 104-7 110-8 111-6
103,11,生物,人体の構造と機能,13,8,肯定形,,○,,61,図は、ヒトの心臓の断面と心臓に出入りする血管を示す。1～5のうち、肺動脈はどれか。1つ選べ。なお、矢印は血液の流れを示す。,,,,,,4,,102-11 104-11 104-12 105-11 105-14 108-11 108-12 109-11 109-12 109-14 110-11 111-11
103,12,生物,未分類,6,5,肯定形,,○,,152,コレステロールの構造はどれか。1つ選べ。 H H3C H3C CH3 H CH3 H N H3C H H H HO H H3C H3C CO2H H NH2 O O O O O PO O O－＋ N（CH3）3 OH HO HO OH O OH HO O O OH OH O N N H NH N NH2,,,,,,1,,102-12 105-12 106-11 106-13 110-12
103,13,生物,遺伝子・分子生物学,10,6,肯定形,,○,5,40,図はヒト染色体を表す。矢印の部分（黒色）に存在する構造の名称はどれか。1つ選べ。,動原体,テロメア,核小体,セントロメア,紡錘糸,2,,102-13 104-13 104-14 107-13 107-14 110-13 110-14 110-15 111-15
103,14,生物,免疫,8,7,肯定形,,,5,29,T 細胞が分化・成熟する一次リンパ器官はどれか。1つ選べ。,リンパ節,胸腺,脾臓,副腎,骨髄,2,,102-15 104-15 105-15 108-13 108-15 109-15 111-13
103,15,生物,酵素,3,3,肯定形,,,5,43,ヘリコバクター・ピロリが、アンモニアを産生する際に関与する主な酵素はどれか。1つ選べ。,アルギナーゼ,ウレアーゼ,グルタミナーゼ,クレアチンキナーゼ,デアミナーゼ,2,,106-14 108-14
103,16,衛生,栄養・食事摂取基準,10,7,肯定形,,,5,69,「日本人の食事摂取基準（2015年版）」において、生活習慣病の発症及び重症化を予防するために設定されている栄養素の指標はどれか。1つ選べ。,推定平均必要量,推奨量,目安量,目標量,耐容上限量,4,,103-23 105-23 106-20 107-16 107-19 108-21 109-19 111-18 111-19
103,17,衛生,食中毒・食品衛生,19,9,肯定形,,,5,34,食品中のトリプトファンから生じる腐敗臭の原因物質はどれか。1つ選べ。,エチルメルカプタン,スカトール,スペルミジン,トリメチルアミン,ヒスタミン,2,,102-16 102-17 102-18 103-18 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-18 108-19 108-20 109-20 110-19 110-20 111-21
103,18,衛生,食中毒・食品衛生,19,9,肯定形,,,5,33,冬季に患者発生数がピークになる食中毒の病因物質はどれか。1つ選べ。,カンピロバクター・ジェジュニ,ツキヨタケ,腸炎ビブリオ,ノロウイルス,サルモネラ属菌,4,,102-16 102-17 102-18 103-17 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-18 108-19 108-20 109-20 110-19 110-20 111-21
103,19,衛生,感染症・予防接種,10,9,肯定形,,○,5,84,母子感染防止事業の徹底により母子感染は激減したが、小児における水平感染が問題となったため、予防接種法における定期接種の対象に新たに加えられたウイルスはどれか。1つ選べ。,A 型肝炎ウイルス,B 型肝炎ウイルス,C 型肝炎ウイルス,E 型肝炎ウイルス,アデノウイルス,2,,102-19 104-18 105-19 105-20 106-18 108-16 109-17 110-17 111-16
